"collection","database","set_id","set","set_short","set_size","set_size_DB","size_ratio","set_size_in_input","input_size","background_size","p_value","adj_p_value"
"C2","REACTOME","12829","REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC","REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",189,203,0.931,26,1591,16972,0.0302859547408958,0.0808602426039185
"C2","REACTOME","12850","REACTOME_KEAP1_NFE2L2_PATHWAY","REACTOME_KEAP1_NFE2L2_PATHWAY",120,125,0.96,18,1591,16972,0.0306783070280758,0.0818198027397553
"C5","GOBP","06803","GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN...(06803)",163,180,0.906,23,1591,16972,0.0308456361454611,0.10987263417705
"C5","GOMF","10323","GOMF_PROTEIN_HETERODIMERIZATION_ACTIVITY","GOMF_PROTEIN_HETERODIMERIZATION_ACTIVITY",252,344,0.733,33,1591,16972,0.0309371451519659,0.1101274489141
"C5","GOMF","09687","GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS","GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS",618,759,0.814,72,1591,16972,0.0310296728428581,0.110385558745496
"C2","PID","11702","PID_TELOMERASE_PATHWAY","PID_TELOMERASE_PATHWAY",63,67,0.94,11,1591,16972,0.031057495262232,0.0826535484845895
"C2","REACTOME","12863","REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS","REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS",63,70,0.9,11,1591,16972,0.031057495262232,0.0826535484845895
"C5","GOBP","04528","GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS",63,69,0.913,11,1591,16972,0.031057495262232,0.110413300371339
"C2","WP","14313","WP_HIPPO_MERLIN_SIGNALING_DYSREGULATION","WP_HIPPO_MERLIN_SIGNALING_DYSREGULATION",87,121,0.719,14,1591,16972,0.0311893396739485,0.0829155571845975
"C5","GOBP","03595","GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION","GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL...(03595)",87,97,0.897,14,1591,16972,0.0311893396739485,0.11073922663371
"C5","GOBP","04937","GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN...(04937)",87,94,0.926,14,1591,16972,0.0311893396739485,0.11073922663371
"C5","GOBP","07074","GOBP_RESPONSE_TO_RADIATION","GOBP_RESPONSE_TO_RADIATION",344,429,0.802,43,1591,16972,0.0314249882863292,0.111461113987602
"C2","REACTOME","13068","REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY","REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",71,76,0.934,12,1591,16972,0.0314532994858012,0.0835278530729887
"C5","GOBP","01136","GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING","GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING",71,75,0.947,12,1591,16972,0.0314532994858012,0.111461113987602
"C5","GOBP","06267","GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS","GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS",71,86,0.826,12,1591,16972,0.0314532994858012,0.111461113987602
"C2","REACTOME","12596","REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING","REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",181,186,0.973,25,1591,16972,0.0317565476957078,0.0835351558748745
"C5","GOBP","05423","GOBP_PROTEIN_STABILIZATION","GOBP_PROTEIN_STABILIZATION",190,217,0.876,26,1591,16972,0.0320745552417935,0.111560949790268
"C5","GOMF","09023","GOMF_ACYLTRANSFERASE_ACTIVITY_TRANSFERRING_GROUPS_OTHER_THAN_AMINO_ACYL_GROUPS","GOMF_ACYLTRANSFERASE_ACTIVITY_TRANSFERRING_GROUPS...(09023)",190,227,0.837,26,1591,16972,0.0320745552417935,0.111560949790268
"C2","BIOCARTA","00048","BIOCARTA_CDC42RAC_PATHWAY","BIOCARTA_CDC42RAC_PATHWAY",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","BIOCARTA","00162","BIOCARTA_LYMPHOCYTE_PATHWAY","BIOCARTA_LYMPHOCYTE_PATHWAY",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","10912","KEGG_MEDICUS_REFERENCE_C9ORF72_MEDIATED_AUTOPHAGY_INITIATION","KEGG_MEDICUS_REFERENCE_C9ORF72_MEDIATED_AUTOPHAGY_INITIATION",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","11079","KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","11153","KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PATHWAY_ADAPTOR_PROTEINS","KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS...(11153)",8,10,0.8,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","11179","KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PI3K_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PI3K_SIGNALING_PATHWAY",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","11187","KEGG_MEDICUS_REFERENCE_TLR3_IRF3_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TLR3_IRF3_SIGNALING_PATHWAY",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","11190","KEGG_MEDICUS_REFERENCE_TLR4_IRF3_7_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_TLR4_IRF3_7_SIGNALING_PATHWAY",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","11241","KEGG_MEDICUS_VARIANT_AMPLIFIED_REL_TO_TRANSCRIPTION","KEGG_MEDICUS_VARIANT_AMPLIFIED_REL_TO_TRANSCRIPTION",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","KEGG_MEDICUS","11246","KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO...(11246)",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","12281","REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS","REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","12301","REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB","REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB",8,10,0.8,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","12315","REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE","REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","12758","REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA","REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","12886","REACTOME_MAPK1_ERK2_ACTIVATION","REACTOME_MAPK1_ERK2_ACTIVATION",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","13040","REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3","REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","13057","REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS","REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION...(13057)",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","13147","REACTOME_PI3K_AKT_ACTIVATION","REACTOME_PI3K_AKT_ACTIVATION",8,9,0.889,3,1591,16972,0.032128906105721,0.0835351558748745
"C2","REACTOME","13425","REACTOME_RUNX3_REGULATES_WNT_SIGNALING","REACTOME_RUNX3_REGULATES_WNT_SIGNALING",8,8,1,3,1591,16972,0.032128906105721,0.0835351558748745
"C5","GOBP","00323","GOBP_ACTIN_FILAMENT_NETWORK_FORMATION","GOBP_ACTIN_FILAMENT_NETWORK_FORMATION",8,9,0.889,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","00594","GOBP_AUTOPHAGIC_CELL_DEATH","GOBP_AUTOPHAGIC_CELL_DEATH",8,9,0.889,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","01730","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN",8,9,0.889,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","02293","GOBP_INTERLEUKIN_17_MEDIATED_SIGNALING_PATHWAY","GOBP_INTERLEUKIN_17_MEDIATED_SIGNALING_PATHWAY",8,11,0.727,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","02507","GOBP_LIPOXYGENASE_PATHWAY","GOBP_LIPOXYGENASE_PATHWAY",8,11,0.727,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","02551","GOBP_LYMPHOCYTE_ANERGY","GOBP_LYMPHOCYTE_ANERGY",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","02558","GOBP_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS","GOBP_LYMPHOCYTE_MIGRATION_INTO_LYMPHOID_ORGANS",8,9,0.889,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","02734","GOBP_MEMBRANE_RAFT_LOCALIZATION","GOBP_MEMBRANE_RAFT_LOCALIZATION",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","03196","GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN","GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION...(03196)",8,10,0.8,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","03666","GOBP_NEGATIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","03929","GOBP_NOTCH_RECEPTOR_PROCESSING","GOBP_NOTCH_RECEPTOR_PROCESSING",8,9,0.889,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","04269","GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION","GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION",8,11,0.727,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","04353","GOBP_POSITIVE_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_ASPARTIC_TYPE...(04353)",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","04663","GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS",8,9,0.889,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","05238","GOBP_PROGESTERONE_RECEPTOR_SIGNALING_PATHWAY","GOBP_PROGESTERONE_RECEPTOR_SIGNALING_PATHWAY",8,11,0.727,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","05921","GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY","GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","06137","GOBP_REGULATION_OF_ISOMERASE_ACTIVITY","GOBP_REGULATION_OF_ISOMERASE_ACTIVITY",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","06184","GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL","GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","06288","GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION","GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION",8,9,0.889,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","06914","GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN","GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN",8,11,0.727,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","07305","GOBP_SIGNAL_COMPLEX_ASSEMBLY","GOBP_SIGNAL_COMPLEX_ASSEMBLY",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOBP","07764","GOBP_T_HELPER_1_CELL_CYTOKINE_PRODUCTION","GOBP_T_HELPER_1_CELL_CYTOKINE_PRODUCTION",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOCC","08456","GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX","GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOCC","08547","GOCC_NLRP3_INFLAMMASOME_COMPLEX","GOCC_NLRP3_INFLAMMASOME_COMPLEX",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOMF","09538","GOMF_GDP_PHOSPHATASE_ACTIVITY","GOMF_GDP_PHOSPHATASE_ACTIVITY",8,10,0.8,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOMF","09699","GOMF_IGG_BINDING","GOMF_IGG_BINDING",8,11,0.727,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOMF","09733","GOMF_INTERLEUKIN_1_BINDING","GOMF_INTERLEUKIN_1_BINDING",8,10,0.8,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOMF","10042","GOMF_NUCLEOSIDE_BINDING","GOMF_NUCLEOSIDE_BINDING",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOMF","10250","GOMF_PH_DOMAIN_BINDING","GOMF_PH_DOMAIN_BINDING",8,8,1,3,1591,16972,0.032128906105721,0.111560949790268
"C5","GOMF","10669","GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_ACTIVITY","GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_ACTIVITY",8,10,0.8,3,1591,16972,0.032128906105721,0.111560949790268
"CELLMARKER","CELLMARKER","15779","CELLMARKER_B Cell Lymphoid Tissue Human","B Cell Lymphoid Tissue",8,9,0.889,3,1591,16972,0.032128906105721,0.0863124003009622
"CELLMARKER","CELLMARKER","16191","CELLMARKER_Granulocyte Undefined Human","Granulocyte Undefined",8,8,1,3,1591,16972,0.032128906105721,0.0863124003009622
"CELLMARKER","CELLMARKER","16354","CELLMARKER_Memory B Cell Undefined Human","Memory B Cell Undefined",8,8,1,3,1591,16972,0.032128906105721,0.0863124003009622
"CELLMARKER","CELLMARKER","16360","CELLMARKER_Memory Stem Cell(Tscm) Undefined Human","Memory Stem Cell(Tscm) Undefined",8,8,1,3,1591,16972,0.032128906105721,0.0863124003009622
"CELLMARKER","CELLMARKER","16470","CELLMARKER_Myeloid Cell Undefined Human","Myeloid Cell Undefined",8,8,1,3,1591,16972,0.032128906105721,0.0863124003009622
"CELLMARKER","CELLMARKER","16629","CELLMARKER_Plasma Cell Blood Human","Plasma Cell Blood",8,9,0.889,3,1591,16972,0.032128906105721,0.0863124003009622
"CELLMARKER","CELLMARKER","16840","CELLMARKER_Thymus Seeding Progenitor (TSP) Thymus Human","Thymus Seeding Progenitor (TSP) Thymus",8,8,1,3,1591,16972,0.032128906105721,0.0863124003009622
"CELLMARKER","CELLMARKER","16842","CELLMARKER_Tissue Resident Memory T(TRM) Cell Ectocervix Human","Tissue Resident Memory T(TRM) Cell Ectocervix",8,8,1,3,1591,16972,0.032128906105721,0.0863124003009622
"C5","GOBP","02988","GOBP_MRNA_TRANSCRIPTION","GOBP_MRNA_TRANSCRIPTION",48,50,0.96,9,1591,16972,0.0322987746385345,0.111939310720854
"C5","GOBP","03688","GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","GOBP_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED...(03688)",48,55,0.873,9,1591,16972,0.0322987746385345,0.111939310720854
"C5","GOBP","06344","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",48,53,0.906,9,1591,16972,0.0322987746385345,0.111939310720854
"C5","GOBP","04434","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE",262,334,0.784,34,1591,16972,0.032368713788901,0.112111236075377
"C2","REACTOME","12687","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",104,128,0.812,16,1591,16972,0.0325532799226646,0.0845499937740336
"C5","GOCC","08074","GOCC_CENTRIOLAR_SATELLITE","GOCC_CENTRIOLAR_SATELLITE",104,118,0.881,16,1591,16972,0.0325532799226646,0.112679714685231
"C5","GOCC","07986","GOCC_ATPASE_COMPLEX","GOCC_ATPASE_COMPLEX",138,146,0.945,20,1591,16972,0.0328260824382931,0.113552709262703
"C2","REACTOME","12963","REACTOME_MITOTIC_PROPHASE","REACTOME_MITOTIC_PROPHASE",121,142,0.852,18,1591,16972,0.0330009708772199,0.0856232086605403
"C5","GOBP","05763","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS",572,658,0.869,67,1591,16972,0.0330323607565691,0.114194631480703
"C2","REACTOME","12638","REACTOME_FOXO_MEDIATED_TRANSCRIPTION","REACTOME_FOXO_MEDIATED_TRANSCRIPTION",56,66,0.848,10,1591,16972,0.0337260270370071,0.0869253221380915
"C2","WP","14147","WP_CYTOSOLIC_DNA_SENSING_PATHWAY","WP_CYTOSOLIC_DNA_SENSING_PATHWAY",56,73,0.767,10,1591,16972,0.0337260270370071,0.0869253221380915
"C5","GOBP","07209","GOBP_RNA_STABILIZATION","GOBP_RNA_STABILIZATION",56,73,0.767,10,1591,16972,0.0337260270370071,0.115893060900206
"C5","GOMF","10318","GOMF_PROTEIN_FOLDING_CHAPERONE","GOMF_PROTEIN_FOLDING_CHAPERONE",56,66,0.848,10,1591,16972,0.0337260270370071,0.115893060900206
"C2","KEGG_MEDICUS","10923","KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY","KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC...(10923)",20,26,0.769,5,1591,16972,0.0338179062365672,0.0869253221380915
"C2","KEGG_MEDICUS","11335","KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY","KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1...(11335)",20,25,0.8,5,1591,16972,0.0338179062365672,0.0869253221380915
"C2","PID","11591","PID_GLYPICAN_1PATHWAY","PID_GLYPICAN_1PATHWAY",20,27,0.741,5,1591,16972,0.0338179062365672,0.0869253221380915
"C2","PID","11684","PID_S1P_META_PATHWAY","PID_S1P_META_PATHWAY",20,21,0.952,5,1591,16972,0.0338179062365672,0.0869253221380915
"C2","REACTOME","13816","REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS","REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS",20,21,0.952,5,1591,16972,0.0338179062365672,0.0869253221380915
"C2","WP","14237","WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION","WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION...(14237)",20,27,0.741,5,1591,16972,0.0338179062365672,0.0869253221380915
"C2","WP","14641","WP_ROLES_OF_CERAMIDES_IN_DEVELOPMENT_OF_INSULIN_RESISTANCE","WP_ROLES_OF_CERAMIDES_IN_DEVELOPMENT_OF_INSULIN_RESISTANCE",20,23,0.87,5,1591,16972,0.0338179062365672,0.0869253221380915
"C5","GOBP","01055","GOBP_CELL_JUNCTION_DISASSEMBLY","GOBP_CELL_JUNCTION_DISASSEMBLY",20,27,0.741,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","03436","GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS","GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS",20,27,0.741,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","03580","GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY",20,24,0.833,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","03901","GOBP_NEUTROPHIL_HOMEOSTASIS","GOBP_NEUTROPHIL_HOMEOSTASIS",20,21,0.952,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","04288","GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION","GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION",20,27,0.741,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","04676","GOBP_POSITIVE_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_INFLAMMASOME_MEDIATED...(04676)",20,21,0.952,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","05594","GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",20,28,0.714,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","05744","GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",20,21,0.952,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","06562","GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION",20,20,1,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOBP","06767","GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS","GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS",20,21,0.952,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOMF","09220","GOMF_CARBOHYDRATE_KINASE_ACTIVITY","GOMF_CARBOHYDRATE_KINASE_ACTIVITY",20,21,0.952,5,1591,16972,0.0338179062365672,0.115893060900206
"C5","GOMF","10230","GOMF_PHOSPHOLIPASE_BINDING","GOMF_PHOSPHOLIPASE_BINDING",20,23,0.87,5,1591,16972,0.0338179062365672,0.115893060900206
"CELLMARKER","CELLMARKER","16309","CELLMARKER_Macrophage Breast Human","Macrophage Breast",20,21,0.952,5,1591,16972,0.0338179062365672,0.0904664664725047
"C2","REACTOME","12784","REACTOME_INOSITOL_PHOSPHATE_METABOLISM","REACTOME_INOSITOL_PHOSPHATE_METABOLISM",41,48,0.854,8,1591,16972,0.0342037968642411,0.0876450233373692
"C2","REACTOME","13006","REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY","REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY",41,43,0.953,8,1591,16972,0.0342037968642411,0.0876450233373692
"C2","REACTOME","13461","REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA","REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR...(13461)",41,55,0.745,8,1591,16972,0.0342037968642411,0.0876450233373692
"C5","GOBP","01429","GOBP_DE_NOVO_PROTEIN_FOLDING","GOBP_DE_NOVO_PROTEIN_FOLDING",41,41,1,8,1591,16972,0.0342037968642411,0.116924820774597
"C5","GOBP","03464","GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY",41,51,0.804,8,1591,16972,0.0342037968642411,0.116924820774597
"C5","GOMF","09227","GOMF_CARBON_CARBON_LYASE_ACTIVITY","GOMF_CARBON_CARBON_LYASE_ACTIVITY",41,52,0.788,8,1591,16972,0.0342037968642411,0.116924820774597
"C5","GOMF","09902","GOMF_MHC_PROTEIN_BINDING","GOMF_MHC_PROTEIN_BINDING",41,42,0.976,8,1591,16972,0.0342037968642411,0.116924820774597
"C5","GOBP","04234","GOBP_PHOSPHOLIPID_TRANSPORT","GOBP_PHOSPHOLIPID_TRANSPORT",80,103,0.777,13,1591,16972,0.0344668219659246,0.117750964262769
"C2","PID","11660","PID_P73PATHWAY","PID_P73PATHWAY",72,79,0.911,12,1591,16972,0.0346453327838026,0.0886849085589503
"C5","GOBP","03635","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION",72,78,0.923,12,1591,16972,0.0346453327838026,0.118141227563319
"C5","GOBP","06553","GOBP_REGULATION_OF_PROTEIN_TARGETING","GOBP_REGULATION_OF_PROTEIN_TARGETING",72,79,0.911,12,1591,16972,0.0346453327838026,0.118141227563319
"C5","GOMF","09092","GOMF_AMYLOID_BETA_BINDING","GOMF_AMYLOID_BETA_BINDING",72,89,0.809,12,1591,16972,0.0346453327838026,0.118141227563319
"CELLMARKER","CELLMARKER","16847","CELLMARKER_Trophectoderm Cell Embryo Human","Trophectoderm Cell Embryo",72,101,0.713,12,1591,16972,0.0346453327838026,0.0922905083400455
"C5","GOBP","07105","GOBP_RESPONSE_TO_UV","GOBP_RESPONSE_TO_UV",139,153,0.908,20,1591,16972,0.0350938514226948,0.119596722339147
"C5","GOBP","05295","GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION","GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION",758,879,0.862,86,1591,16972,0.0353464327410724,0.120299680019769
